ID,Título,Data,URL,Conteúdo,Categorias,Palavras-Chaves,É Evento,Tipo do Evento,Data Início Evento,Data Fim Evento,Local do Evento,Horário do Evento,É Pago,Valor do Evento
723,"Embora nublado, sábado levou muita gente às ruas.",28/05/2022,https://folhadecoqueiros.com.br/embora-nublado-sabado-levou-muita-gente-as-ruas/,"Último sábado de maio, apesar de nublado, levou bom público às ruas para aproveitar o clima quente de outono e passear ao ar livre. Foi o que aconteceu no Parque de Coqueiros conforme registro enviado à
Folha de Coqueiros
pela moradora Elaine Otto.
Confira as fotos.",Comunidade e Sociedade,"Coqueiros, Comunidade, Sociedade",FALSE,,,,,,,
724,Polícia Civil prende suspeito de furtar armas e coletes balísticos de agências do Banco do Brasil.,27/05/2022,https://folhadecoqueiros.com.br/policia-civil-prende-suspeito-de-furtar-armas-e-coletes-balisticos-de-agencias-do-banco-do-brasil/,"Entre as agências, a do bairro de Coqueiros, onde foram furtados armas de fogo e coletes balísticos.
Nesta sexta-feira, em Joinville, a Delegacia de Polícia do Continente – Capital, com apoio do Núcleo de Operações Especiais da Polícia Rodoviária Federal (NOE/PRF), deu cumprimento a mandados de busca e apreensão domiciliar e prisão preventiva em desfavor do suspeito já identificado.
As investigações iniciaram-se no dia 3 de maio, após a prática do crime de furto qualificado na agência do Banco do Brasil, no bairro Coqueiros, em Florianópolis, onde foram subtraídos armas de fogo e coletes balísticos.
De modo semelhante, foram identificados outros crimes de furto a bancos na Capital (bairro Ingleses) e em várias cidades de Santa Catarina, como Schoereder, Navegantes, Piçarras e Blumenau.
Após a troca de informações com a Delegacia de Polícia de Schoereder e Agência de Inteligência da PRF, o Setor de Investigação da Delegacia de Polícia do Continente conseguiu identificar um dos envolvidos nos crimes praticados na Capital e na cidade de Schoereder.
Durante o cumprimento das buscas domiciliares, foram localizadas e apreendidas as roupas utilizadas nos crimes, instrumentos de arrombamento, balaclava, simulacro de arma de fogo, celulares e controle remoto do Banco do Brasil.
Com a finalização dos procedimentos de praxe, o preso foi encaminhado ao Presídio Regional de Joinville.
“As investigações continuam com o objetivo de identificar os outros suspeitos”, aponta o delegado Paulo Hakim Ribeiro, chefe do Setor de Investigação da Delegacia do Continente (SIC).",Segurança,"Coqueiros, Florianópolis, Polícia Civil, Conseg, Segurança",FALSE,,,,,,,
725,"Continua vacinação contra Covid-19 e Influenza nesta sexta-feira, dia 27 de maio.",27/05/2022,https://folhadecoqueiros.com.br/continua-vacinacao-contra-covid-19-e-influenza-nesta-sexta-feira-dia-27-de-maio/,"Lembrando que idosos com 60 anos ou mais já podem tomar a quarta dose contra a Covid
.
No Posto de Saúde de Coqueiros, o imunizante está sendo aplicado até as 17h por demanda livre.
Foto: Ricardo Wolffenbüttel / Secom
A Prefeitura de Florianópolis, por meio da Secretaria de Saúde, segue vacinando crianças, adolescentes, adultos e aplicando a quarta dose para idosos de 60 anos ou mais que receberam a terceira dose contra Covid-19 há quatro meses ou mais, nesta sexta-feira, 27 de maio.  Os imunizantes podem ser aplicados nos mesmos pontos da vacinação contra a Influenza.
Confira a programação completa:
Influenza
Covid: D1, reforços 1 e 2
Todas as unidades de saúde
SEAD/UFSC  (9h às 18h)
Van da vacinação Praça XV – Largo da Catedral  (9 às 16h)
(Em caso de chuva ou ventos fortes, o serviço da Van da vacinação será suspenso)
Covid: D2 (2ª dose) e DA (dose adicional de imunossuprimido):
Centro de Saúde Campeche
Centro de Saúde Canasvieiras
Centro de Saúde Coloninha
SEAD/UFSC  (9h às 18h)
Van da vacinação Praça XV – Largo da Catedral  (9 às 16h)
(Em caso de chuva ou ventos fortes, o serviço da Van da vacinação será suspenso)
Vacinação Infantil (Contra Covid para crianças de 5 a 11 anos)
Centro de Saúde Santo Antônio
Centro de Saúde Canasvieiras
Centro de Saúde Saco dos Limões
Centro de Saúde Trindade
Centro de Saúde Costeira
Centro de Saúde Tapera
Centro de Saúde Monte Cristo
Centro de Saúde Abraão
Centro de Saúde Estreito
Van da vacinação Praça XV – Largo da Catedral  (9 às 16h)
IDOSOS
Desde o dia 20 de maio, Florianópolis está aplicando a segunda dose de reforço para idosos com 60 anos ou mais, seguindo a recomendação do Ministério da Saúde (MS).  Antes disso, a segunda dose de reforço da vacina estava indicada para idosos com 70 anos ou mais e idosos com 60 anos ou mais que vivem em instituições permanentes.
A segunda dose de reforço deve ser aplicada com um intervalo de quatro meses após a primeira dose de reforço. As vacinas usadas podem ser a Pfizer, a AstraZeneca ou a Janssen. De acordo com o Ministério da Saúde, estudos mostram que a aplicação de mais uma dose de reforço aumenta em mais de cinco vezes a imunidade uma semana após a aplicação.",Saúde e Bem-estar,"Coqueiros, Florianópolis, Prefeitura, UFSC, Saúde",FALSE,,,,,,,
726,Fogo assusta moradores no entorno do prédio do Detran.,26/05/2022,https://folhadecoqueiros.com.br/fogo-assusta-moradores-no-entorno-do-predio-do-detran/,"Algumas fogueiras preparadas embaixo do prédio abandonado na Avenida Almirante Tamandaré, em frente ao prédio do Detran, em Coqueiros, chamaram a atenção de quem circulava no local nesta quinta-feira, dia 26. O morador de Coqueiros Rodrigo enviou fotos à
Folha de Coqueiros
que, por sua vez, comunicou o fato à Guarda Municipal.
Chegando ao local, a equipe da GM constatou que o fogo estava sendo provocado pelos proprietários do imóvel com o objetivo de fazer uma limpeza no terreno. A intenção, segundo os donos do imóvel, é dar continuidade à obra, mas, caso exista algum empecilho, o prédio será derrubado. Para evitar novas invasões, estão colocando tapume em volta da área.
Há anos o prédio encontra-se abandonado servindo de abrigo para moradores em situação de rua e para acúmulo de lixo. Na semana passada, por exemplo, a
Folha de Coqueiros
registrou diversos cacos de vidro jogados na calçada, detritos que permaneceram por vários dias no passeio público (foto). Um risco para pedestres.
Segundo uma moradora, vizinha do entorno, os vidros eram do portão furtado de uma casa da Rua Abel Capela. Ou seja, os vândalos quebraram os vidros que não interessavam e deixaram apenas a estrutura de alumínio para carregar mais rápido.",Infraestrutura e Mobilidade,"Coqueiros, Infraestrutura, Mobilidade, Feira",FALSE,,,,,,,
727,Seleção de profissionais para atuar no Restaurante Popular de Florianópolis inicia nesta quarta-feira.,24/05/2022,https://folhadecoqueiros.com.br/selecao-de-profissionais-para-atuar-no-restaurante-popular-de-florianopolis-inicia-nesta-quarta-feira/,"Começa nesta quarta-feira, dia 25 de março, com apoio da Prefeitura de Florianópolis e por meio do Instituto AMINC, a seleção de profissionais para o preenchimento de vagas de prestação de serviços no primeiro Restaurante Popular da cidade.
O espaço será gerenciado de forma compartilhada entre o poder público e o Instituto AMINC, organização da sociedade civil que venceu o Edital de Chamamento Público para coordenar o espaço. Para o pleno funcionamento do local, serão contratados profissionais como cozinheiro, vigilante e controlador de acesso.
Os interessados podem entregar seus currículos presencialmente no prédio do Restaurante Popular, localizado na
Avenida Mauro Ramos, nº 722, das 8h às 17h,
até a próxima quarta-feira, 01 de junho, com exceção do fim de semana.
O candidato pode ainda encaminhar o documento por
e-mail, através do endereço
restaurantepopularfloripa@gmail.com
; ou pelo Whatsapp, no (48) 99836-6084.
Para conferir mais detalhes sobre as vagas ofertadas, carga-horária e requisitos de cada uma, interessados podem acessar o link
https://bit.ly/3sUfuKn
O Restaurante Popular
O Restaurante tem como público-alvo pessoas que se encontram em situação de risco ou vulnerabilidade alimentar, com foco para aquelas de pequeno orçamento familiar, pessoas em situação de rua, estudantes e trabalhadores, entre outros, todos residentes em Florianópolis.
Além do serviço direto de alimentação, o Restaurante Popular vai promover ações para adoção de práticas e hábitos alimentares saudáveis, resgate da cultura gastronômica local, combate ao desperdício, tratamento dos resíduos orgânicos e a criação de hortas, fazendo com que os usuários do serviço tenham sua cidadania fortalecida em diferentes frentes.",Política e Gestão Pública,"Florianópolis, Prefeitura, Política, Gestão Pública, Feira",FALSE,,,,,,,
728,Comunidade se mobiliza e pede solução para o trânsito em Coqueiros.,23/05/2022,https://folhadecoqueiros.com.br/comunidade-se-mobiliza-e-pede-solucao-para-o-transito-em-coqueiros/,"Com o slogan
“Vidas importam, Chega de Morte, Queremos Solução”,
participantes da entrevista feita nesta segunda-feira, dia 23, pela emissora de Televisão SCC/SBT, mostraram mais um momento de união em prol de melhorias no bairro. Dessa vez, moradores se reuniram para protestar contra a morte de uma senhora idosa, dona Ivete Vieira, de 74 anos, que faleceu no sábado, dia 21, em plena faixa de segurança.
O protesto se deu depois de a comunidade presenciar inúmeros acidentes no trecho entre a Igreja Nossa Senhora do Carmo e o Posto Shell, em Coqueiros, nos últimos anos. Principal problema, conforme apontado pelas entidades comunitárias, se dá pelo “chamado ponto cego”, localizado na esquina da Avenida Engenheiro Max de Souza e Rua Doutor Abel Capela. Ou seja, a falta de iluminação adequada faz com que os motoristas não enxerguem o pedestre. Sem contar, que os motoristas trafegam, no local, em alta velocidade.
“Para ver o pedestre final de tarde e à noite, só se ele se vestir de cores fortes como Verde Limão, Rosa Choque e tiver sempre com uma lanterna acessa na mão”, ironiza a jornalista Imara Stallbaum.
As sugestões dadas por moradores envolvem duas ações: a primeira é a instalação de uma lombada elevada no local e a colocação de melhor iluminação pública.
Entrevista vai ao ar no Jornal das 19 horas desta segunda-feira, no SCC/SBT, conforme divulgou a equipe de reportagem.",Infraestrutura e Mobilidade,"Coqueiros, Igreja, Infraestrutura, Mobilidade, Feira",FALSE,,,,,,,
729,Mais uma vítima do trânsito de Coqueiros: idosa morre atropelada em faixa de pedestre.,23/05/2022,https://folhadecoqueiros.com.br/mais-uma-vitima-do-transito-de-coqueiros-idosa-morre-atropelada-em-faixa-de-pedestre/,"Acidente ocorreu na principal avenida de Coqueiros, esquina da Engenheiro Max de Souza com Rua Doutor Abel Capela. Moradores pedem uma lombada no local e mais iluminação
,
há vários anos.
Mobilização promovida por moradores- em setembro de 2018- pedindo mais segurança na Avenida Max de Souza.
Mais uma vítima de trânsito nas proximidades da esquina das ruas Doutor Abel Capela e Avenida Engenheiro Max de Souza. Dessa vez, uma idosa de 77 anos que, a exemplo das demais ocorrências no local, foi atropelada em plena faixa de segurança e faleceu ao dar entrada no Hospital Celso Ramos.
O acidente aconteceu no sábado, dia 21, no início da noite e, de acordo com a motorista que provocou o acidente, uma senhora de 84 anos, não foi possível ver a pedestre antes do atropelamento.
A senhora chegou a ser encaminhada pelo Samu (Serviço de Atendimento de Móvel de Urgência) para o Hospital Celso Ramos, mas morreu ao dar entrada na unidade. Testemunhas relataram à polícia que o carro estava em alta velocidade.
LOMBADA E MAIS ILUMINAÇÃO
Há quatro anos, outra vítima faleceu no mesmo local e também à noite.  O aposentado Darci Motta, de 83 anos, morreu em 21 de setembro de 2018, em plena Semana da Mobilidade. Revoltados, moradores do entorno promoveram uma manifestação na principal avenida do bairro, a Engenheiro Max de Souza, para pedir a instalação de uma lombada no local e mais iluminação (fotos).
FONTE: NDMAIS
https://ndmais.com.br/transito/idosa-morre-atropelada-em-faixa-de-pedestre-no-bairro-coqueiros-em-florianopolis/",Infraestrutura e Mobilidade,"Coqueiros, Florianópolis, Infraestrutura, Mobilidade, Festa",FALSE,,,,,,,
730,FOTOS & FATOS: Veja os registros da semana feitos por moradores do bairro.,21/05/2022,https://folhadecoqueiros.com.br/fotos-fatos-veja-os-registros-da-semana-feitos-por-moradores-do-bairro/,"Moradores do bairro e leitores da
Folha de Coqueiros
fizeram registros fotográficos durante a semana. Alguns colocando em risco a circulação de pedestres nas calçadas, outros desafiando as leis, e alguns mostrando a total falta de educação e respeito com o próximo.
Confira abaixo:
Na feira de sábado
, na Praia do Meio, um carro virou atração ao lado de frutas e verduras. Um motorista deixou estacionado o carro à noite e o assunto, além de atrapalhar o serviço, virou piada entre os consumidores: “seria uma rifa ou a feira estava fazendo frete?”
Por outro lado
, uma turma limpou a Praia do Meio – no sábado – dando um bom exemplo à comunidade.
Também na Praia do Meio
, não satisfeita em contornar parte da praça com estacas de concreto, a suposta proprietária mandou colocar cerca em volta para avisar que é dona do pedaço da área. A Secretaria do Continente já enviou o caso à Procuradoria do Município, já que a dona em questão apresentou documento que comprova a titularidade. E agora? O que diz a lei? Segundo os vizinhos, a área deve ser considerada de domínio público, uma vez que abrigou – por quase 30 anos – a rampa de skate que estava instalada no local.
Um muro sendo reconstruído
na Ponta do Ataliba chamou a atenção da vizinhança. Parece que aumentaram o tamanho da cerca para dentro d’água. Preocupados, moradores devem denunciar o fato à Secretaria do Continente para ver se é legal ou não.
Empresa que vai tocar
a revitalização das Praias do Meio, da Saudade e do Riso colocou placa na Praia da Saudade divulgando a realização da obra. Mas onde estão as demais informações necessárias para identificar o início dos trabalhos, questiona a população.
Por falar em placa
, o Bar Pointer de Coqueiros, que fica na Rua Marques de Carvalho, 61, revolveu fazer divulgação do estabelecimento em plena calçada, impedindo o livre acesso dos pedestres no local.
Em se tratando de passeio público
, um cidadão deixou o seu veiculo sobre a calçada dificultando a vida dos pedestres. O caso aconteceu em frente ao Shopping Chamonix.
Já na Travessa Antônio Jeneroso
da Silveira, próximo ao Detran, o passeio público está impedido por um monte de cacos de vidro que devem ser ou da construção abandonada ou de alguma colisão entre veículos. A pergunta que fica é: quem vai juntar os detritos? Será que é a Comcap, já que o imóvel está desocupado e servindo para abrigo de moradores em situação de rua.
E na esquina da mesma Travessa
Antônio Jeneroso da Silveira com Avenida Almirante Tamandaré, em frente aos Heróis da Pizza, uma placa de trânsito foi abatida e está há mais de uma semana da mesma maneira. Atenção Departamento de Trânsito da Capital, é preciso consertar.
Já no Parque de Coqueiros
os frequentadores da Academia de Ginástica estão pedindo à Prefeitura o conserto dos equipamentos. A maioria está com problemas na estrutura e é um risco para acidentes.",Infraestrutura e Mobilidade,"Coqueiros, Continente, Prefeitura, Infraestrutura, Mobilidade",FALSE,,,,,,,
731,Eleita a nova diretoria do Conselho de Segurança de Coqueiros.,20/05/2022,https://folhadecoqueiros.com.br/eleita-a-nova-diretoria-do-conselho-de-seguranca-de-coqueiros/,"Proposta de trabalho é discutir mobilidade, ampliar a participação do público e promover reuniões itineran
t
es.
Da esquerda para direita: José Vitor; Luiz Frantz; delegado Márcio; Sibyla; Elaine e Leonardo.
Foi eleita nesta quinta-feira, dia 19, a nova diretoria do Conselho de Segurança da Região de Coqueiros (Conseg 31). Como presidente a socióloga Elaine Otto, como vice-presidente o jornalista e advogado Leonardo da Costa e como secretários o contador José Vitor da Silva Filho e a jornalista Sibyla Loureiro. Assume ainda a direção social da entidade o síndico Luiz Frantz.
Eleita por aclamação, já que apenas um chapa se inscreveu, a nova gestão pretende dar continuidade ao trabalho iniciado nos anos anteriores que é investir nos Núcleos Temáticos. Um deles, que tem sido um dos assuntos mais polêmicos do bairro, trata da mobilidade. E o segundo é Núcleo dos Condomínios, grupo que pretende reunir um grande número de síndicos da região para discutir questões comuns do segmento.
Outra atividade que está na pauta da nova gestão, que assume até 2024, é promover reuniões ampliadas de maneira itinerante. A proposta, de acordo com a diretoria, é conhecer a realidade de outras comunidades e tentar ser o elo entre a sociedade civil e os órgãos públicos na tentativa de  resolver as demandas locais.
“Podemos dizer que trata-se de um processo de sedução, ou seja, incentivar mais pessoas a participarem do Conselho. Afinal, ninguém ama o que não conhece”, ilustra o delegado Márcio Fortkamp, ao lembrar que “juntos somos muito fortes”.
Participaram ainda da eleição os membros da Comissão Eleitoral, Jorge Getúlio e Airton Farias, além da aposentada Lisete Contin e o ex-secretário do Conseg 31 Humberto Vieceli.
O Conselho de Segurança de Coqueiros foi criado em maio de 2000 e abrange os bairros de Coqueiros, comunidade da Vila Aparecida, Itaguaçu, Bom Abrigo e Abraão.
SAIBA MAIS
Esta é a diretoria eleita pela chapa
Segurança & Cidadania
que são os cargos mínimos solicitados no regulamento dos Consegs/SC.
Tão logo o presidente da Comissão Eleitoral, engenheiro Jorge Getúlio, deu por concluído o processo e proclamando a chapa eleita, a presidente Elaine Otto colocou para análise de todos presentes algumas propostas para alinhar os trabalhos do Conselho de Segurança para o biênio 2022 – 2024.
Ampliação da diretoria para uma gestão mais democrática e que atenda às necessidades da região.
Comissão de Ética:
advogada Paola Krueger e administrador Humberto Vieceli;
Comunicação social:
jornalista Sibyla Loureiro que vai acumular a função de segunda secretária;
Membros efetivos:
Airton Farias e Jorge Getúlio
Núcleos temáticos :
Mobilidade Ativa
: Arthur Osteto, Ana Destri, Leo de Paula e Joris Pazin.
Condomínios:
empresária Ângela Dal Molin e delegado Márcio Fortkamp que é membro Nato do Conseg 31 e que é um grande incentivados deste núcleo;
Parceria com o Curso de Jornalismo da UFSC
. Samuel Lima é coordenador do Curso e morador de Coqueiros.
Outra parceria já iniciada com o Cefid/Udesc
, através do professor Joris Pazin, que terá continuidade com a nova diretora Suzana Matheus Pereira.
“Contamos com a participação de todos com uma comunidade ativa por uma região Cidadã”, encerrou a presidente Elaine Otto.",Educação,"Coqueiros, Bom Abrigo, Conseg, UDESC, Educação",FALSE,,,,,,,
732,Ranchos e barcos de pesca vão permanecer na Praia do Riso.,19/05/2022,https://folhadecoqueiros.com.br/ranchos-e-barcos-de-pesca-vao-permanecer-na-praia-do-riso/,"Ordenamento do espaço foi acertado nesta quinta-feira, dia 19, em reunião com pescadores para início das obras de revitalização das praias de Coqueiros.
Superintendente da Pesca (ao centro) dá 15 dias de prazo para pescadores apresentarem documentos.
Empresa que vai tocar a obra de revitalização das praias de Coqueiros (do Riso, da Saudade e do Meio), a STC – Serviços de Terraplanagem e Construção Ltda, esteve na tarde desta quinta-feira, dia 19, na Praia do Riso, para conversar com os pescadores e ordenar o espaço para início dos trabalhos. O entrave, no local, se dá pela ocupação das embarcações e ranchos, o que impede a instalação do deque previsto ao longo da orla.
Presente na reunião, o engenheiro Ricardo Junkes, da Secretaria Municipal de Infraestrutura, acertou alguns detalhes com os pescadores para adaptar – ao projeto – as necessidades locais. Ficou acertado que o deque, antes previsto para acompanhar a calçada desde os ranchos até o final da praia, agora será interrompido na rampa já existente – na esquina da Rua Jaú Guedes da Fonseca – para o acesso de embarcações.
Engenheiro Ricardo, da prefeitura, mostra projeto para construção do deque ao longo da orla.
Com relação aos barcos que ficam na areia da praia, o superintendente municipal da Pesca, Adriano Weickert, que participou da reunião, deu um prazo de 15 dias para os responsáveis das embarcações apresentarem documentação que comprove o exercício da profissão de pescador. Depois de analisadas pelo órgão, será feito o ordenamento dos barcos junto aos ranchos para não dificultar a construção do deque.
De acordo com o proprietário da empresa STC, Valdecir Rogério Lima, as obras devem começar dia 5 de junho. “É a data que chegam as estacas de concreto, que estão sendo feitas em Curitiba. São em padrão diferenciado devido à resistência da água do mar”, explica.
RANCHOS PADRONIZADOS
Moradores da Praia do Riso, já que os ranchos vão permanecer na orla, se manifestaram favoráveis a padronizar os barracos para não destoar das belezas naturais do local e, também, da própria revitalização.
Na verdade, o desejo já completa quase 30 anos desde que os moradores entraram com uma ação na Justiça para retirar os ranchos da praia. O que se vê, agora, é uma favelização crescente devido à demora em resolver a questão. “Não temos como mexer nos ranchos do lado direito da praia, pois o assunto está na Justiça”, defende-se o superintendente Adriano Weickert.
Moradores defendem a padronização dos ranchos, já que a retirada depende de ação judicial
.
LIMPEZA E RAMPA
Para dar uma amenizada no visual em volta dos barracos, o superintendente vai promover uma limpeza no local e, para evitar que os barcos fiquem na água, será construída uma rampa próxima dos ranchos.
Quanto à sujeira espalhada em frente à Escola Praia do Riso, o secretário do Continente, Guilherme Pereira, providenciou também a retirada do lixo.
Sujeira toma conta da entrada da Praia do Riso. E em volta dos ranchos, restos de madeira e outros detritos estão acomodados na rua.
Estiveram presentes à reunião, os pescadores do local, moradores, secretário Guilherme Pereira, superintendente Adriano Weickert, engenheiro Ricardo Junckes, vereador Ricardo da Farmácia, empresário Valdecir Lima, a presidente da Pró-Coqueiros, Sibyla Loureiro, e o vice-presidente da Pró- Coqueiros, Rodrigo Kiko Bungus.
T
exto: Sibyla Loureiro
Fotos: Aline Lima/Divulgação Folha de Coqueiros",Educação,"Coqueiros, Continente, Pró-Coqueiros, Prefeitura, Educação",FALSE,,,,,,,
733,Prefeitura de Florianópolis vai iniciar as obras de revitalização da orla de Coqueiros.,18/05/2022,https://folhadecoqueiros.com.br/prefeitura-de-florianopolis-vai-iniciar-as-obras-de-revitalizacao-da-orla-de-coqueiros/,"Ordem de serviço foi assinada nesta quarta-feira, 18, no Centro Cultural do Continente.
Secretário Valter Gallina; Valdeci da empreiteira STC; prefeito Topázio Neto; secretário Gui Pereira; vereador Marquinhos; ex-prefeito Gean Loureiro e a presidente da Pró-Coqueiros, Sibyla Goulart.
O prefeito de Florianópolis, Topázio Neto, e os secretários de Infraestrutura, Valter Gallina, e do Continente, Guilherme Pereira, assinaram nesta quarta-feira, dia 18, a ordem de serviço para início das obras de infraestrutura de lazer na orla de Coqueiros, com investimento de R$ 7 milhões.
Nos próximos dias, a Prefeitura de Florianópolis deve iniciar simultaneamente os serviços nas praias do Riso, da Saudade e do Meio. Os primeiros trabalhos, conduzidos pela Secretaria de Infraestrutura, vão começar pela cravação de estacas de concreto e madeira para execução da estrutura do deck na praia do Riso.
“Esta é uma das regiões mais bonitas da cidade, que agora será muito mais valorizada com a transformação da orla, tanto para quem vive aqui quanto para quem vem nos visitar. Tenho certeza que Coqueiros é um bairro organizado e a comunidade vai fiscalizar a obra e cuidar muito bem do patrimônio público, pois é uma característica dos moradores”, diz o prefeito Topázio, ao referir-se à verba investida na revitalização.
As praias do Riso, da Saudade e do Meio (nesta ordem, no sentido do Abraão) totalizam 770 metros de extensão. Elas vão ganhar uma série de equipamentos, sendo que os novos decks prometem atrair o público. Eles terão guarda-corpo metálico e escadas para acesso à praia, por estarem em nível superior. Serão descontínuos justamente para não causar transtornos aos transeuntes no trajeto à orla, em dias de maré alta. Já os decks com pergolados que existem atualmente, também no nível da orla, nas praias do Riso e do Meio, serão mantidos como estão por estarem em boas condições estruturais.
Demais serviços
Também serão revitalizadas as calçadas de petit pavê existente em toda a extensão das três praias; a instalação de mobiliário urbano que inclui bancos de madeira sem encosto e lixeiras; a execução de paisagismo com plantio de grama nos canteiros nos entornos das palmeiras, bem como plantio de arbustos e árvores ornamentais – hoje existem apenas as palmeiras – e a implantação de faixas elevadas nas pistas de rolamento em frente da orla para acessibilidade aos decks.
Os serviços serão feitos pela empreiteira STC – Serviços de Terraplanagem e Construção Ltda. pelo prazo de 10 meses, ou seja, até março do ano que vem. O valor total do investimento é de R$ 7.010.277,77.
Em tempo
Questionado sobre a manutenção das embarcações na Praia do Meio, o secretário Valter Gallina garantiu que os barcos serão preservados pois “já fazem parte da história de Florianópolis”. Outra questão abordada pela reportagem da
Folha de Coqueiros
diz respeito à exploração comercial na orla, ou seja, bares e traileres de lanches. Segundo ele, o assunto será tratado por outra secretaria que deverá fazer licitação e projeto para harmonizar a arquitetura do local.
Quanto ao problema de manter os ranchos de pesca na Praia do Riso,  o secretário anunciou que nesta quinta-feira, dia 19, às 14h, haverá uma reunião com pescadores e a empresa que vai realizar a obra. A equipe da
Folha de Coqueiros
vai acompanhar o encontro para saber como vão projetar a revitalização se parte da orla da praia está ocupada por ranchos e pescadores que moram no local. “Vamos trabalhar apenas de um lado da praia, e manter a pesca que já é tradicional”, adianta Gallina.
Texto: Secom/PM
Fotos: Cristiano Andujar/PMF.",Infraestrutura e Mobilidade,"Coqueiros, Florianópolis, Pró-Coqueiros, Prefeitura, Infraestrutura",FALSE,,,,,,,
734,Ventos fortes derrubam abrigo de ônibus. Maré alta também alaga parte do Parque de Coqueiros.,17/05/2022,https://folhadecoqueiros.com.br/ventos-fortes-derrubam-abrigo-de-onibus-mare-alta-tambem-alagou-parte-do-parque-de-coqueiros/,"Ventos fortes derrubaram, nesta terça-feira, dia 17, um ponto de ônibus na Praia do Meio, em Coqueiros. Segundo a Guarda Municipal, que isolou a área, ninguém se feriu e a estrutura será removida do local.
Também, em consequência da maré alta, o Parque de Coqueiros ficou alagado em algumas áreas. As árvores em volta do mangue ficaram cobertas pela água do mar conforme fotos abaixo.
Fotos do Parque de Coqueiros: Elaine Otto
Foto abrigo de ônibus: José Rui",Infraestrutura e Mobilidade,"Coqueiros, Praia do Meio, Infraestrutura, Mobilidade, Feira",FALSE,,,,,,,
735,Prefeitura de Florianópolis inicia Operação Frio Intenso.,16/05/2022,https://folhadecoqueiros.com.br/prefeitura-de-florianopolis-inicia-operacao-frio-intenso/,"Equipes preparam uma força-tarefa para acolhimento de pessoas em situação de rua.
A Prefeitura de Florianópolis, por meio da Defesa Civil do município, alerta para frio intenso durante esta semana. O boletim meteorológico, emitido pela Defesa Civil de Santa Catarina,  informa sobre temperaturas de menos de 10°C nos próximos dias.
Diante do alerta, equipes das Secretarias de Segurança Pública e Assistência Social, junto à Fundação Somar, organizam um reforço nas ações de abordagem e acolhimento a pessoas em situação de rua. A Passarela da Cidadania irá ampliar o atendimento com vagas extras no abrigo. O hotel credenciado da Prefeitura também abrirá vagas emergenciais. A Somar Floripa continua arrecadando cobertores na campanha de Inverno e, caso necessário, fará a doação de itens para pessoas em vulnerabilidade social ou mesmo para a passarela.
A Defesa Civil de Florianópolis reforça a orientação quanto à população mais vulnerável como pessoas doentes, pessoas em situação de rua, idosos e crianças. Também devem ser intensificadas as medidas de prevenção às doenças respiratórias como manter-se bem agasalhado, beber bastante água, evitar locais fechados e de grande circulação de pessoas, além da higiene frequente das mãos e evitar tocar os olhos, nariz e boca. Animais domésticos não devem ser mantidos em locais abertos neste período.
Atenção especial às pessoas em situação de rua
A Prefeitura de Florianópolis, por meio da Secretaria de Assistência Social, colocará em funcionamento uma força-tarefa para abordagem e acolhimento emergencial de pessoas em situação de rua.
A ação, que ocorre das 19h às 22h, vai percorrer as ruas da região central, área onde há demanda expressiva para o serviço. Nas demais regiões da cidade, o serviço será prestado pelas equipes do Resgate Social, que podem ser acionadas
pelo telefone (48) 99182-6870.
Todos os abordados que aceitarem ser acolhidos, serão encaminhados à Passarela da Cidadania, onde 50 vagas serão oferecidas em caráter emergencial.
Ao serem acolhidas, as pessoas acessam o serviço, que disponibiliza, além do pernoite, alimentação, local para higiene pessoal e doação de roupa.
O cronograma de ações da força-tarefa, que inicia nesta segunda-feira, 16 de maio, será atualizado durante a semana, de acordo com as orientações da Defesa Civil do município.
Boletim Defesa Civil SC
De acordo com o boletim da Defesa Civil de Santa Catarina, as baixas temperaturas ocorrem por conta de uma massa de ar seco e frio no estado. As mínimas apontadas pelo boletim devem ser registradas no amanhecer dos dias 17 a 21 de maio, que variam entre 7ºC e 11ºC:
17/05 07°C
18/05 09°C
19/05 11°C
20/05 07°C
21/05 08°C
22/05 09°C
Foto: Marcos Albuquerque/PMF",Política e Gestão Pública,"Florianópolis, Prefeitura, Política, Gestão Pública, Feira",FALSE,,,,,,,
